transaction_id,customer_id,transaction_date,transaction_time
T003167,C0264,2024-01-15,21:30:00
T003168,C0264,2024-01-17,10:00:00
T003169,C0264,2024-01-18,17:00:00
T003170,C0264,2024-01-16,09:00:00
T003171,C0264,2024-01-20,07:00:00
T003172,C0265,2024-01-19,08:00:00
T003173,C0265,2024-01-16,17:00:00
T003174,C0265,2024-01-15,10:30:00
T003175,C0266,2024-01-17,19:00:00
T003176,C0267,2024-01-15,21:30:00
T003177,C0267,2024-01-17,10:00:00
T003178,C0268,2024-01-15,20:00:00
T003179,C0268,2024-01-20,08:30:00
T003180,C0268,2024-01-17,20:00:00
T003181,C0269,2024-01-21,21:00:00
T003182,C0269,2024-01-15,19:00:00
T003183,C0269,2024-01-20,18:30:00
T003184,C0270,2024-01-15,08:00:00
T003185,C0271,2024-01-18,07:00:00
T003186,C0271,2024-01-21,20:00:00
T003187,C0271,2024-01-19,10:00:00
T003188,C0271,2024-01-15,20:30:00
T003189,C0272,2024-01-21,21:30:00
T003190,C0273,2024-01-18,10:00:00
T003191,C0273,2024-01-21,19:30:00
T003192,C0273,2024-01-16,17:00:00
T003193,C0273,2024-01-20,09:30:00
T003194,C0274,2024-01-15,21:00:00
T003195,C0274,2024-01-17,18:00:00
T003196,C0274,2024-01-21,19:30:00
T003197,C0274,2024-01-16,18:00:00
T003198,C0275,2024-01-16,17:00:00
T003199,C0276,2024-01-16,08:30:00
T003200,C0276,2024-01-17,17:00:00
T003201,C0276,2024-01-18,20:00:00
T003202,C0277,2024-01-18,17:30:00
T003203,C0277,2024-01-17,08:30:00
T003204,C0277,2024-01-20,19:30:00
T003205,C0277,2024-01-19,19:00:00
T003206,C0278,2024-01-20,20:00:00
T003207,C0278,2024-01-21,18:00:00
T003208,C0279,2024-01-18,08:00:00
T003209,C0279,2024-01-20,21:30:00
T003210,C0279,2024-01-15,17:30:00
T003211,C0280,2024-01-18,21:00:00
T003212,C0280,2024-01-21,19:00:00
T003213,C0280,2024-01-19,21:30:00
T003214,C0281,2024-01-17,10:00:00
T003215,C0281,2024-01-15,08:30:00
T003216,C0281,2024-01-19,19:00:00
T003217,C0282,2024-01-20,10:00:00
T003218,C0283,2024-01-21,18:30:00
T003219,C0283,2024-01-15,17:30:00
T003220,C0283,2024-01-18,19:00:00
T003221,C0284,2024-01-18,10:30:00
T003222,C0284,2024-01-19,20:30:00
T003223,C0285,2024-01-16,20:30:00
T003224,C0285,2024-01-19,21:00:00
T003225,C0285,2024-01-21,19:30:00
T003226,C0286,2024-01-15,18:30:00
T003227,C0286,2024-01-17,10:00:00
T003228,C0286,2024-01-16,21:00:00
T003229,C0286,2024-01-20,20:00:00
T003230,C0287,2024-01-16,20:00:00
T003231,C0288,2024-01-20,17:30:00
T003232,C0288,2024-01-15,18:30:00
T003233,C0288,2024-01-18,10:00:00
T003234,C0288,2024-01-19,09:00:00
T003235,C0288,2024-01-16,17:00:00
T003236,C0289,2024-01-21,17:30:00
T003237,C0290,2024-01-21,10:30:00
T003238,C0290,2024-01-15,18:00:00
T003239,C0291,2024-01-17,21:30:00
T003240,C0291,2024-01-19,18:00:00
T003241,C0291,2024-01-15,18:30:00
T003242,C0291,2024-01-21,19:30:00
T003243,C0292,2024-01-21,09:00:00
T003244,C0292,2024-01-20,20:00:00
T003245,C0292,2024-01-15,07:00:00
T003246,C0292,2024-01-17,17:30:00
T003247,C0293,2024-01-16,09:30:00
T003248,C0293,2024-01-18,20:00:00
T003249,C0294,2024-01-17,17:00:00
T003250,C0294,2024-01-19,19:00:00
T003251,C0294,2024-01-16,09:00:00
T003252,C0294,2024-01-18,21:00:00
T003253,C0294,2024-01-15,17:30:00
T003254,C0295,2024-01-15,21:00:00
T003255,C0295,2024-01-20,17:30:00
T003256,C0295,2024-01-21,18:00:00
T003257,C0295,2024-01-16,10:30:00
T003258,C0295,2024-01-17,17:30:00
T003259,C0296,2024-01-18,17:00:00
T003260,C0297,2024-01-21,19:30:00
T003261,C0298,2024-01-15,21:30:00
T003262,C0298,2024-01-17,08:30:00
T003263,C0298,2024-01-20,18:00:00
T003264,C0298,2024-01-21,20:30:00
T003265,C0299,2024-01-17,18:00:00
T003266,C0299,2024-01-20,08:00:00
T003267,C0299,2024-01-18,18:30:00
T003268,C0300,2024-01-18,17:00:00
T003269,C0300,2024-01-17,21:30:00
T003270,C0301,2024-01-16,09:30:00
T003271,C0301,2024-01-19,20:00:00
T003272,C0302,2024-01-15,10:00:00
T003273,C0302,2024-01-17,08:00:00
T003274,C0303,2024-01-20,21:00:00
T003275,C0303,2024-01-21,10:30:00
T003276,C0303,2024-01-15,07:30:00
T003277,C0303,2024-01-17,20:00:00
T003278,C0303,2024-01-16,18:00:00
T003279,C0304,2024-01-20,18:00:00
T003280,C0304,2024-01-17,17:30:00
T003281,C0305,2024-01-19,21:30:00
T003282,C0306,2024-01-16,08:30:00
T003283,C0306,2024-01-19,18:00:00
T003284,C0307,2024-01-21,19:30:00
T003285,C0307,2024-01-15,07:00:00
T003286,C0307,2024-01-19,10:30:00
T003287,C0308,2024-01-20,20:30:00
T003288,C0308,2024-01-18,10:30:00
T003289,C0308,2024-01-16,17:30:00
T003290,C0308,2024-01-17,19:00:00
T003291,C0309,2024-01-18,09:30:00
T003292,C0309,2024-01-20,10:30:00
T003293,C0309,2024-01-16,07:30:00
T003294,C0309,2024-01-17,09:00:00
T003295,C0310,2024-01-18,07:00:00
T003296,C0310,2024-01-21,19:00:00
T003297,C0310,2024-01-16,09:00:00
T003298,C0310,2024-01-20,17:30:00
T003299,C0310,2024-01-15,10:30:00
T003300,C0311,2024-01-17,19:00:00
T003301,C0312,2024-01-18,19:00:00
T003302,C0313,2024-01-19,09:00:00
T003303,C0313,2024-01-18,18:00:00
T003304,C0314,2024-01-20,08:00:00
T003305,C0314,2024-01-19,08:00:00
T003306,C0315,2024-01-18,19:30:00
T003307,C0316,2024-01-17,17:30:00
T003308,C0317,2024-01-21,18:30:00
T003309,C0318,2024-01-16,19:30:00
T003310,C0318,2024-01-18,19:30:00
T003311,C0319,2024-01-19,08:30:00
T003312,C0319,2024-01-17,18:30:00
T003313,C0319,2024-01-15,19:30:00
T003314,C0319,2024-01-16,18:00:00
T003315,C0320,2024-01-18,17:00:00
T003316,C0320,2024-01-19,08:30:00
T003317,C0320,2024-01-21,08:30:00
T003318,C0320,2024-01-20,08:30:00
T003319,C0321,2024-01-20,18:30:00
T003320,C0321,2024-01-16,10:00:00
T003321,C0321,2024-01-19,08:30:00
T003322,C0321,2024-01-21,10:30:00
T003323,C0322,2024-01-16,07:30:00
T003324,C0322,2024-01-21,18:30:00
T003325,C0322,2024-01-17,09:30:00
T003326,C0323,2024-01-18,07:00:00
T003327,C0324,2024-01-17,21:00:00
T003328,C0324,2024-01-19,19:00:00
T003329,C0324,2024-01-20,20:00:00
T003330,C0325,2024-01-16,21:30:00
T003331,C0325,2024-01-20,09:00:00
T003332,C0325,2024-01-15,19:00:00
T003333,C0326,2024-01-20,08:00:00
T003334,C0326,2024-01-21,09:30:00
T003335,C0327,2024-01-21,18:00:00
T003336,C0327,2024-01-18,21:30:00
T003337,C0327,2024-01-19,10:30:00
T003338,C0327,2024-01-16,19:30:00
T003339,C0328,2024-01-16,20:00:00
T003340,C0328,2024-01-18,10:30:00
T003341,C0329,2024-01-16,18:00:00
T003342,C0329,2024-01-15,10:30:00
T003343,C0329,2024-01-17,19:30:00
T003344,C0329,2024-01-20,10:00:00
T003345,C0330,2024-01-17,21:30:00
T003346,C0330,2024-01-20,18:30:00
T003347,C0331,2024-01-19,20:00:00
T003348,C0331,2024-01-17,20:30:00
T003349,C0332,2024-01-20,19:30:00
T003350,C0332,2024-01-17,08:30:00
T003351,C0333,2024-01-16,07:30:00
T003352,C0333,2024-01-20,08:30:00
T003353,C0333,2024-01-19,10:30:00
T003354,C0333,2024-01-17,09:00:00
T003355,C0333,2024-01-15,08:00:00
T003356,C0334,2024-01-16,19:00:00
T003357,C0335,2024-01-19,09:30:00
T003358,C0335,2024-01-21,09:30:00
T003359,C0336,2024-01-17,09:00:00
T003360,C0336,2024-01-15,07:30:00
T003361,C0336,2024-01-19,17:30:00
T003362,C0336,2024-01-20,17:00:00
T003363,C0337,2024-01-15,20:00:00
T003364,C0337,2024-01-19,21:00:00
T003365,C0338,2024-01-20,18:30:00
T003366,C0338,2024-01-15,07:00:00
T003367,C0338,2024-01-21,19:00:00
T003368,C0339,2024-01-21,20:00:00
T003369,C0339,2024-01-18,19:00:00
T003370,C0339,2024-01-16,19:00:00
T003371,C0340,2024-01-17,20:00:00
T003372,C0340,2024-01-21,08:00:00
T003373,C0340,2024-01-19,21:00:00
T003374,C0341,2024-01-18,09:00:00
T003375,C0341,2024-01-16,18:00:00
T003376,C0341,2024-01-19,21:00:00
T003377,C0341,2024-01-17,18:30:00
T003378,C0341,2024-01-20,08:30:00
T003379,C0342,2024-01-18,10:30:00
T003380,C0342,2024-01-17,19:00:00
T003381,C0342,2024-01-19,17:30:00
T003382,C0343,2024-01-20,20:00:00
T003383,C0343,2024-01-18,08:00:00
T003384,C0343,2024-01-21,10:00:00
T003385,C0344,2024-01-17,18:30:00
T003386,C0345,2024-01-21,18:30:00
T003387,C0345,2024-01-20,09:30:00
T003388,C0345,2024-01-17,17:00:00
T003389,C0345,2024-01-15,17:30:00
T003390,C0345,2024-01-16,09:00:00
T003391,C0346,2024-01-21,10:30:00
T003392,C0346,2024-01-15,07:00:00
T003393,C0346,2024-01-19,17:00:00
T003394,C0347,2024-01-16,21:00:00
T003395,C0347,2024-01-18,17:00:00
T003396,C0347,2024-01-20,10:00:00
T003397,C0347,2024-01-15,21:30:00
T003398,C0347,2024-01-17,10:30:00
T003399,C0348,2024-01-15,10:30:00
T003400,C0348,2024-01-20,08:00:00
T003401,C0348,2024-01-18,18:30:00
T003402,C0348,2024-01-21,21:30:00
T003403,C0349,2024-01-17,17:00:00
T003404,C0349,2024-01-16,07:30:00
T003405,C0349,2024-01-20,18:00:00
T003406,C0349,2024-01-21,19:30:00
T003407,C0349,2024-01-15,08:00:00
T003408,C0350,2024-01-18,18:00:00
T003409,C0350,2024-01-16,20:30:00
T003410,C0351,2024-01-19,21:30:00
T003411,C0351,2024-01-21,19:30:00
T003412,C0351,2024-01-17,19:30:00
T003413,C0351,2024-01-20,10:30:00
T003414,C0351,2024-01-16,07:00:00
T003415,C0352,2024-01-20,18:30:00
T003416,C0352,2024-01-15,07:00:00
T003417,C0352,2024-01-17,19:00:00
T003418,C0352,2024-01-19,07:30:00
T003419,C0353,2024-01-19,21:00:00
T003420,C0354,2024-01-16,19:30:00
T003421,C0354,2024-01-20,17:30:00
T003422,C0355,2024-01-21,17:00:00
T003423,C0355,2024-01-20,18:30:00
T003424,C0356,2024-01-19,17:00:00
T003425,C0356,2024-01-21,19:30:00
T003426,C0356,2024-01-20,21:00:00
T003427,C0356,2024-01-18,10:30:00
T003428,C0357,2024-01-18,18:00:00
T003429,C0357,2024-01-21,07:00:00
T003430,C0357,2024-01-15,18:30:00
T003431,C0357,2024-01-19,17:00:00
T003432,C0358,2024-01-20,08:30:00
T003433,C0358,2024-01-19,18:30:00
T003434,C0358,2024-01-15,18:00:00
T003435,C0358,2024-01-16,08:30:00
T003436,C0358,2024-01-17,20:30:00
T003437,C0359,2024-01-21,18:30:00
T003438,C0359,2024-01-17,10:00:00
T003439,C0359,2024-01-20,21:30:00
T003440,C0360,2024-01-19,07:00:00
T003441,C0360,2024-01-21,17:30:00
T003442,C0361,2024-01-18,20:30:00
T003443,C0361,2024-01-17,19:30:00
T003444,C0361,2024-01-19,07:30:00
T003445,C0361,2024-01-21,21:00:00
T003446,C0361,2024-01-20,07:30:00
T003447,C0362,2024-01-20,09:30:00
T003448,C0362,2024-01-21,17:30:00
T003449,C0363,2024-01-18,21:00:00
T003450,C0363,2024-01-15,20:00:00
T003451,C0363,2024-01-19,10:00:00
T003452,C0363,2024-01-17,07:00:00
T003453,C0363,2024-01-16,08:00:00
T003454,C0364,2024-01-15,07:00:00
T003455,C0364,2024-01-20,17:30:00
T003456,C0364,2024-01-21,21:30:00
T003457,C0365,2024-01-18,18:00:00
T003458,C0365,2024-01-17,18:30:00
T003459,C0365,2024-01-20,10:30:00
T003460,C0365,2024-01-15,18:00:00
T003461,C0365,2024-01-21,20:30:00
T003462,C0366,2024-01-21,21:30:00
T003463,C0367,2024-01-20,10:30:00
T003464,C0368,2024-01-20,10:00:00
T003465,C0368,2024-01-17,21:00:00
T003466,C0368,2024-01-18,19:30:00
T003467,C0369,2024-01-20,17:00:00
T003468,C0369,2024-01-15,08:00:00
T003469,C0369,2024-01-16,18:00:00
T003470,C0370,2024-01-19,20:30:00
T003471,C0370,2024-01-15,09:00:00
T003472,C0370,2024-01-20,18:00:00
T003473,C0370,2024-01-16,07:30:00
T003474,C0370,2024-01-21,09:00:00
T003475,C0371,2024-01-16,10:00:00
T003476,C0371,2024-01-15,18:00:00
T003477,C0371,2024-01-20,20:30:00
T003478,C0372,2024-01-16,10:30:00
T003479,C0372,2024-01-19,17:30:00
T003480,C0372,2024-01-21,21:00:00
T003481,C0373,2024-01-15,10:00:00
T003482,C0374,2024-01-19,17:30:00
T003483,C0374,2024-01-20,08:00:00
T003484,C0375,2024-01-16,18:30:00
T003485,C0375,2024-01-19,20:00:00
T003486,C0375,2024-01-17,08:00:00
T003487,C0376,2024-01-17,19:30:00
T003488,C0377,2024-01-20,07:00:00
T003489,C0377,2024-01-19,18:00:00
T003490,C0377,2024-01-16,21:30:00
T003491,C0378,2024-01-15,19:00:00
T003492,C0378,2024-01-20,19:00:00
T003493,C0379,2024-01-16,08:00:00
T003494,C0380,2024-01-19,09:30:00
T003495,C0380,2024-01-20,09:30:00
T003496,C0381,2024-01-18,19:00:00
T003497,C0381,2024-01-17,20:30:00
T003498,C0381,2024-01-15,19:00:00
T003499,C0381,2024-01-20,17:30:00
T003500,C0382,2024-01-17,20:00:00
T003501,C0382,2024-01-19,08:00:00
T003502,C0382,2024-01-16,09:00:00
T003503,C0382,2024-01-21,17:00:00
T003504,C0382,2024-01-18,07:30:00
T003505,C0383,2024-01-16,10:30:00
T003506,C0384,2024-01-15,18:30:00
T003507,C0385,2024-01-20,08:30:00
T003508,C0385,2024-01-16,20:30:00
T003509,C0385,2024-01-18,08:00:00
T003510,C0385,2024-01-21,07:30:00
T003511,C0385,2024-01-17,20:30:00
T003512,C0386,2024-01-15,21:00:00
T003513,C0386,2024-01-16,08:00:00
T003514,C0386,2024-01-17,09:00:00
T003515,C0387,2024-01-16,07:30:00
T003516,C0387,2024-01-20,10:30:00
T003517,C0387,2024-01-21,21:00:00
T003518,C0387,2024-01-15,20:30:00
T003519,C0388,2024-01-17,08:00:00
T003520,C0388,2024-01-15,18:30:00
T003521,C0389,2024-01-15,20:30:00
T003522,C0389,2024-01-17,20:00:00
T003523,C0389,2024-01-20,07:00:00
T003524,C0389,2024-01-16,17:00:00
T003525,C0390,2024-01-15,08:30:00
T003526,C0390,2024-01-16,20:30:00
T003527,C0391,2024-01-18,17:30:00
T003528,C0392,2024-01-15,10:00:00
T003529,C0392,2024-01-19,18:30:00
T003530,C0392,2024-01-18,21:00:00
T003531,C0393,2024-01-19,08:30:00
T003532,C0393,2024-01-18,19:30:00
T003533,C0393,2024-01-16,18:00:00
T003534,C0393,2024-01-17,08:30:00
T003535,C0394,2024-01-16,10:30:00
T003536,C0394,2024-01-15,09:00:00
T003537,C0394,2024-01-19,19:30:00
T003538,C0395,2024-01-15,21:00:00
T003539,C0395,2024-01-16,18:30:00
T003540,C0395,2024-01-19,21:00:00
T003541,C0395,2024-01-20,08:00:00
T003542,C0396,2024-01-19,10:00:00
T003543,C0396,2024-01-21,18:30:00
T003544,C0396,2024-01-15,20:00:00
T003545,C0396,2024-01-18,10:00:00
T003546,C0396,2024-01-17,20:30:00
T003547,C0397,2024-01-15,08:30:00
T003548,C0397,2024-01-16,21:30:00
T003549,C0397,2024-01-20,19:30:00
T003550,C0397,2024-01-17,19:30:00
T003551,C0398,2024-01-18,18:00:00
T003552,C0398,2024-01-20,07:00:00
T003553,C0398,2024-01-19,21:30:00
T003554,C0398,2024-01-21,10:00:00
T003555,C0399,2024-01-17,18:00:00
T003556,C0399,2024-01-19,07:30:00
T003557,C0399,2024-01-21,18:00:00
T003558,C0400,2024-01-15,17:30:00
T003559,C0400,2024-01-17,21:00:00
T003560,C0400,2024-01-18,18:00:00
T003561,C0400,2024-01-20,17:30:00
T003562,C0001,2024-01-26,10:00:00
T003563,C0002,2024-01-22,20:30:00
T003564,C0002,2024-01-26,10:00:00
T003565,C0002,2024-01-23,10:00:00
T003566,C0003,2024-01-25,21:00:00
T003567,C0003,2024-01-22,21:30:00
T003568,C0003,2024-01-24,20:00:00
T003569,C0003,2024-01-27,07:00:00
T003570,C0004,2024-01-22,21:00:00
T003571,C0004,2024-01-26,10:00:00
T003572,C0005,2024-01-25,19:00:00
T003573,C0005,2024-01-28,19:30:00
T003574,C0005,2024-01-26,20:30:00
T003575,C0005,2024-01-22,17:00:00
T003576,C0005,2024-01-24,10:00:00
T003577,C0006,2024-01-23,10:00:00
T003578,C0006,2024-01-26,20:00:00
T003579,C0007,2024-01-28,09:00:00
T003580,C0007,2024-01-23,09:30:00
T003581,C0007,2024-01-27,17:30:00
T003582,C0008,2024-01-23,19:30:00
T003583,C0009,2024-01-26,20:30:00
T003584,C0009,2024-01-27,07:30:00
T003585,C0010,2024-01-24,07:30:00
T003586,C0010,2024-01-26,09:00:00
T003587,C0011,2024-01-25,09:00:00
T003588,C0011,2024-01-27,10:00:00
T003589,C0011,2024-01-22,17:30:00
T003590,C0012,2024-01-25,10:30:00
T003591,C0012,2024-01-23,17:30:00
T003592,C0012,2024-01-28,20:30:00
T003593,C0012,2024-01-22,07:00:00
T003594,C0012,2024-01-27,08:30:00
T003595,C0013,2024-01-22,08:30:00
T003596,C0013,2024-01-24,09:00:00
T003597,C0013,2024-01-26,17:00:00
T003598,C0013,2024-01-28,07:00:00
T003599,C0014,2024-01-28,10:00:00
T003600,C0014,2024-01-23,08:00:00
T003601,C0014,2024-01-25,20:30:00
T003602,C0015,2024-01-25,07:00:00
T003603,C0015,2024-01-24,19:00:00
T003604,C0015,2024-01-28,19:30:00
T003605,C0015,2024-01-22,09:30:00
T003606,C0016,2024-01-24,08:30:00
T003607,C0017,2024-01-25,17:00:00
T003608,C0017,2024-01-22,17:00:00
T003609,C0017,2024-01-27,17:30:00
T003610,C0018,2024-01-24,07:30:00
T003611,C0018,2024-01-23,17:00:00
T003612,C0018,2024-01-25,09:30:00
T003613,C0019,2024-01-27,09:30:00
T003614,C0019,2024-01-26,19:30:00
T003615,C0020,2024-01-25,21:00:00
T003616,C0020,2024-01-28,09:00:00
T003617,C0020,2024-01-26,08:30:00
T003618,C0020,2024-01-27,21:30:00
T003619,C0020,2024-01-24,18:30:00
T003620,C0021,2024-01-23,18:30:00
T003621,C0022,2024-01-25,09:00:00
T003622,C0022,2024-01-26,10:00:00
T003623,C0022,2024-01-23,07:30:00
T003624,C0022,2024-01-24,07:00:00
T003625,C0022,2024-01-28,18:30:00
T003626,C0023,2024-01-23,09:00:00
T003627,C0023,2024-01-26,20:30:00
T003628,C0023,2024-01-25,09:30:00
T003629,C0024,2024-01-25,19:00:00
T003630,C0024,2024-01-27,18:30:00
T003631,C0024,2024-01-23,08:30:00
T003632,C0024,2024-01-24,08:00:00
T003633,C0024,2024-01-22,20:30:00
T003634,C0025,2024-01-24,20:00:00
T003635,C0025,2024-01-26,19:00:00
T003636,C0025,2024-01-28,10:30:00
T003637,C0025,2024-01-23,21:30:00
T003638,C0025,2024-01-22,21:00:00
T003639,C0026,2024-01-24,17:30:00
T003640,C0026,2024-01-22,10:00:00
T003641,C0026,2024-01-23,07:30:00
T003642,C0026,2024-01-26,18:00:00
T003643,C0027,2024-01-26,19:30:00
T003644,C0027,2024-01-27,21:00:00
T003645,C0027,2024-01-25,10:00:00
T003646,C0027,2024-01-28,17:30:00
T003647,C0028,2024-01-22,21:30:00
T003648,C0028,2024-01-25,18:00:00
T003649,C0028,2024-01-26,18:30:00
T003650,C0028,2024-01-23,19:00:00
T003651,C0029,2024-01-23,18:00:00
T003652,C0029,2024-01-24,20:00:00
T003653,C0030,2024-01-23,20:30:00
T003654,C0030,2024-01-26,09:00:00
T003655,C0031,2024-01-27,21:00:00
T003656,C0031,2024-01-28,08:00:00
T003657,C0031,2024-01-26,09:00:00
T003658,C0032,2024-01-26,19:00:00
T003659,C0032,2024-01-27,19:00:00
T003660,C0032,2024-01-22,08:30:00
T003661,C0032,2024-01-23,09:00:00
T003662,C0032,2024-01-24,19:30:00
T003663,C0033,2024-01-23,17:30:00
T003664,C0034,2024-01-23,09:00:00
T003665,C0035,2024-01-27,08:00:00
T003666,C0035,2024-01-23,21:30:00
T003667,C0036,2024-01-25,19:00:00
T003668,C0036,2024-01-27,08:00:00
T003669,C0036,2024-01-28,19:00:00
T003670,C0037,2024-01-27,18:30:00
T003671,C0037,2024-01-26,09:00:00
T003672,C0037,2024-01-24,17:30:00
T003673,C0037,2024-01-23,19:00:00
T003674,C0037,2024-01-25,17:00:00
T003675,C0038,2024-01-25,08:30:00
T003676,C0038,2024-01-28,19:30:00
T003677,C0038,2024-01-23,07:30:00
T003678,C0039,2024-01-28,20:00:00
T003679,C0040,2024-01-22,10:30:00
T003680,C0040,2024-01-27,21:00:00
T003681,C0040,2024-01-25,17:30:00
T003682,C0041,2024-01-25,21:00:00
T003683,C0041,2024-01-22,20:30:00
T003684,C0041,2024-01-26,18:00:00
T003685,C0041,2024-01-28,09:00:00
T003686,C0041,2024-01-24,09:00:00
T003687,C0042,2024-01-26,18:30:00
T003688,C0042,2024-01-22,20:30:00
T003689,C0042,2024-01-28,20:00:00
T003690,C0042,2024-01-27,17:00:00
T003691,C0043,2024-01-22,09:00:00
T003692,C0043,2024-01-24,17:30:00
T003693,C0043,2024-01-25,17:30:00
T003694,C0044,2024-01-28,18:00:00
T003695,C0044,2024-01-24,19:30:00
T003696,C0045,2024-01-28,20:00:00
T003697,C0045,2024-01-27,17:00:00
T003698,C0045,2024-01-23,18:00:00
T003699,C0045,2024-01-22,09:30:00
T003700,C0046,2024-01-25,09:30:00
T003701,C0046,2024-01-28,21:00:00
T003702,C0046,2024-01-23,08:00:00
T003703,C0047,2024-01-26,19:00:00
T003704,C0047,2024-01-24,20:30:00
T003705,C0047,2024-01-25,08:30:00
T003706,C0047,2024-01-28,09:00:00
T003707,C0048,2024-01-26,17:30:00
T003708,C0048,2024-01-25,17:00:00
T003709,C0048,2024-01-23,21:30:00
T003710,C0048,2024-01-24,07:30:00
T003711,C0049,2024-01-23,07:00:00
T003712,C0049,2024-01-22,20:00:00
T003713,C0049,2024-01-28,17:00:00
T003714,C0050,2024-01-23,10:30:00
T003715,C0050,2024-01-27,20:00:00
T003716,C0050,2024-01-26,09:00:00
T003717,C0051,2024-01-27,18:00:00
T003718,C0051,2024-01-25,19:00:00
T003719,C0051,2024-01-23,10:30:00
T003720,C0051,2024-01-24,09:30:00
T003721,C0052,2024-01-23,19:30:00
T003722,C0052,2024-01-25,17:00:00
T003723,C0052,2024-01-24,17:30:00
T003724,C0052,2024-01-27,09:00:00
T003725,C0053,2024-01-22,20:00:00
T003726,C0053,2024-01-28,18:00:00
T003727,C0053,2024-01-23,19:00:00
T003728,C0053,2024-01-26,19:30:00
T003729,C0053,2024-01-27,19:00:00
T003730,C0054,2024-01-25,18:30:00
T003731,C0054,2024-01-22,10:30:00
T003732,C0054,2024-01-28,20:00:00
T003733,C0054,2024-01-26,20:00:00
T003734,C0055,2024-01-24,10:00:00
T003735,C0055,2024-01-23,21:00:00
T003736,C0055,2024-01-22,08:00:00
T003737,C0055,2024-01-26,07:30:00
T003738,C0056,2024-01-26,10:00:00
T003739,C0056,2024-01-28,19:00:00
T003740,C0056,2024-01-22,10:30:00
T003741,C0056,2024-01-24,19:00:00
T003742,C0056,2024-01-23,20:30:00
T003743,C0057,2024-01-25,09:00:00
T003744,C0057,2024-01-26,10:30:00
T003745,C0057,2024-01-22,18:30:00
T003746,C0058,2024-01-25,20:00:00
T003747,C0058,2024-01-24,17:30:00
T003748,C0058,2024-01-28,21:00:00
T003749,C0058,2024-01-26,17:00:00
T003750,C0059,2024-01-27,19:30:00
T003751,C0060,2024-01-23,19:00:00
T003752,C0061,2024-01-28,17:00:00
T003753,C0061,2024-01-25,07:00:00
T003754,C0062,2024-01-22,20:00:00
T003755,C0062,2024-01-26,09:00:00
T003756,C0062,2024-01-25,09:00:00
T003757,C0063,2024-01-27,19:00:00
T003758,C0063,2024-01-24,08:30:00
T003759,C0063,2024-01-26,21:00:00
T003760,C0064,2024-01-28,18:00:00
T003761,C0064,2024-01-23,08:00:00
T003762,C0064,2024-01-24,09:00:00
T003763,C0064,2024-01-22,08:00:00
T003764,C0064,2024-01-27,17:30:00
T003765,C0065,2024-01-25,19:30:00
T003766,C0065,2024-01-22,17:00:00
T003767,C0065,2024-01-26,10:30:00
T003768,C0066,2024-01-26,10:30:00
T003769,C0066,2024-01-27,10:00:00
T003770,C0066,2024-01-25,17:00:00
T003771,C0067,2024-01-22,18:00:00
T003772,C0067,2024-01-25,21:00:00
T003773,C0068,2024-01-26,21:00:00
T003774,C0068,2024-01-27,19:30:00
T003775,C0068,2024-01-28,10:00:00
T003776,C0068,2024-01-22,07:30:00
T003777,C0069,2024-01-22,10:00:00
T003778,C0069,2024-01-26,17:00:00
T003779,C0069,2024-01-27,07:30:00
T003780,C0070,2024-01-25,07:30:00
T003781,C0071,2024-01-24,20:30:00
T003782,C0071,2024-01-28,07:30:00
T003783,C0072,2024-01-25,20:30:00
T003784,C0072,2024-01-24,07:30:00
T003785,C0073,2024-01-28,17:30:00
T003786,C0074,2024-01-23,07:30:00
T003787,C0074,2024-01-25,19:00:00
T003788,C0075,2024-01-25,08:30:00
T003789,C0075,2024-01-27,07:30:00
T003790,C0075,2024-01-22,08:00:00
T003791,C0076,2024-01-24,10:00:00
T003792,C0077,2024-01-24,20:00:00
T003793,C0078,2024-01-25,17:30:00
T003794,C0078,2024-01-26,19:30:00
T003795,C0078,2024-01-23,08:30:00
T003796,C0079,2024-01-22,20:30:00
T003797,C0079,2024-01-24,09:00:00
T003798,C0079,2024-01-27,09:00:00
T003799,C0079,2024-01-25,10:30:00
T003800,C0079,2024-01-23,10:30:00
T003801,C0080,2024-01-24,08:00:00
T003802,C0080,2024-01-26,21:00:00
T003803,C0080,2024-01-23,19:00:00
T003804,C0080,2024-01-25,08:30:00
T003805,C0080,2024-01-22,18:30:00
T003806,C0081,2024-01-28,19:00:00
T003807,C0081,2024-01-22,18:30:00
T003808,C0081,2024-01-23,09:00:00
T003809,C0081,2024-01-26,20:30:00
T003810,C0082,2024-01-23,18:30:00
T003811,C0082,2024-01-27,17:30:00
T003812,C0082,2024-01-24,20:00:00
T003813,C0082,2024-01-22,08:00:00
T003814,C0083,2024-01-24,20:30:00
T003815,C0083,2024-01-26,09:30:00
T003816,C0083,2024-01-27,20:30:00
T003817,C0084,2024-01-23,19:00:00
T003818,C0085,2024-01-25,08:00:00
T003819,C0086,2024-01-27,21:30:00
T003820,C0086,2024-01-28,18:30:00
T003821,C0086,2024-01-26,17:00:00
T003822,C0086,2024-01-22,08:00:00
T003823,C0086,2024-01-24,07:30:00
T003824,C0087,2024-01-22,17:30:00
T003825,C0087,2024-01-28,21:00:00
T003826,C0087,2024-01-24,18:30:00
T003827,C0088,2024-01-28,10:00:00
T003828,C0088,2024-01-25,18:30:00
T003829,C0088,2024-01-23,21:00:00
T003830,C0088,2024-01-26,18:30:00
T003831,C0088,2024-01-22,10:00:00
